Product code,Bureau of Meteorology station number,Year,Month,Mean minimum temperature (°C),Quality
IDCJAC0004,061078,1998,02,18.8,Y
IDCJAC0004,061078,1998,03,17.4,Y
IDCJAC0004,061078,1998,04,13.9,Y
IDCJAC0004,061078,1998,05,11.6,Y
IDCJAC0004,061078,1998,06,9.5,Y
IDCJAC0004,061078,1998,07,7.8,Y
IDCJAC0004,061078,1998,08,9.4,Y
IDCJAC0004,061078,1998,09,11.2,Y
IDCJAC0004,061078,1998,10,12.5,Y
IDCJAC0004,061078,1998,11,14.1,Y
IDCJAC0004,061078,1998,12,17.3,Y
IDCJAC0004,061078,1999,01,19.2,Y
IDCJAC0004,061078,1999,02,18.6,Y
IDCJAC0004,061078,1999,03,18.0,Y
IDCJAC0004,061078,1999,04,13.2,Y
IDCJAC0004,061078,1999,05,10.5,Y
IDCJAC0004,061078,1999,06,8.9,Y
IDCJAC0004,061078,1999,07,8.7,Y
IDCJAC0004,061078,1999,08,7.2,Y
IDCJAC0004,061078,1999,09,10.0,Y
IDCJAC0004,061078,1999,10,13.4,Y
IDCJAC0004,061078,1999,11,12.6,Y
IDCJAC0004,061078,1999,12,15.2,Y
IDCJAC0004,061078,2000,01,16.7,Y
IDCJAC0004,061078,2000,02,16.3,Y
IDCJAC0004,061078,2000,03,17.6,Y
IDCJAC0004,061078,2000,04,14.2,Y
IDCJAC0004,061078,2000,05,10.3,Y
IDCJAC0004,061078,2000,06,6.4,Y
IDCJAC0004,061078,2000,07,6.7,Y
IDCJAC0004,061078,2000,08,7.0,Y
IDCJAC0004,061078,2000,09,9.3,Y
IDCJAC0004,061078,2000,10,12.0,Y
IDCJAC0004,061078,2000,11,15.2,Y
IDCJAC0004,061078,2000,12,16.8,Y
IDCJAC0004,061078,2001,01,18.6,Y
IDCJAC0004,061078,2001,02,19.4,Y
IDCJAC0004,061078,2001,03,16.8,Y
IDCJAC0004,061078,2001,04,13.0,Y
IDCJAC0004,061078,2001,05,10.2,Y
IDCJAC0004,061078,2001,06,7.3,Y
IDCJAC0004,061078,2001,07,7.5,Y
IDCJAC0004,061078,2001,08,6.9,Y
IDCJAC0004,061078,2001,09,9.6,Y
IDCJAC0004,061078,2001,10,11.1,Y
IDCJAC0004,061078,2001,11,13.9,Y
IDCJAC0004,061078,2001,12,16.8,Y
IDCJAC0004,061078,2002,01,16.7,Y
IDCJAC0004,061078,2002,02,18.3,Y
IDCJAC0004,061078,2002,03,15.6,Y
IDCJAC0004,061078,2002,04,13.7,Y
IDCJAC0004,061078,2002,05,10.0,Y
IDCJAC0004,061078,2002,06,7.8,Y
IDCJAC0004,061078,2002,07,4.8,Y
IDCJAC0004,061078,2002,08,7.0,Y
IDCJAC0004,061078,2002,09,8.8,Y
IDCJAC0004,061078,2002,10,11.5,Y
IDCJAC0004,061078,2002,11,14.9,Y
IDCJAC0004,061078,2002,12,16.3,Y
IDCJAC0004,061078,2003,01,17.3,Y
IDCJAC0004,061078,2003,02,19.1,Y
IDCJAC0004,061078,2003,03,14.4,Y
IDCJAC0004,061078,2003,04,13.5,Y
IDCJAC0004,061078,2003,05,11.5,Y
IDCJAC0004,061078,2003,06,8.2,Y
IDCJAC0004,061078,2003,07,6.3,Y
IDCJAC0004,061078,2003,08,6.4,Y
IDCJAC0004,061078,2003,09,8.5,Y
IDCJAC0004,061078,2003,10,11.3,Y
IDCJAC0004,061078,2003,11,12.9,Y
IDCJAC0004,061078,2003,12,17.4,Y
IDCJAC0004,061078,2004,01,18.7,Y
IDCJAC0004,061078,2004,02,18.5,Y
IDCJAC0004,061078,2004,03,16.4,Y
IDCJAC0004,061078,2004,04,12.4,Y
IDCJAC0004,061078,2004,05,8.1,Y
IDCJAC0004,061078,2004,06,5.6,Y
IDCJAC0004,061078,2004,07,5.8,Y
IDCJAC0004,061078,2004,08,7.2,Y
IDCJAC0004,061078,2004,09,9.0,Y
IDCJAC0004,061078,2004,10,12.8,Y
IDCJAC0004,061078,2004,11,14.4,Y
IDCJAC0004,061078,2004,12,17.0,Y
IDCJAC0004,061078,2005,01,18.0,Y
IDCJAC0004,061078,2005,02,18.0,Y
IDCJAC0004,061078,2005,03,15.0,Y
IDCJAC0004,061078,2005,04,13.1,Y
IDCJAC0004,061078,2005,05,9.7,Y
IDCJAC0004,061078,2005,06,7.7,Y
IDCJAC0004,061078,2005,07,6.8,Y
IDCJAC0004,061078,2005,08,5.0,Y
IDCJAC0004,061078,2005,09,9.2,Y
IDCJAC0004,061078,2005,10,12.9,Y
IDCJAC0004,061078,2005,11,15.6,Y
IDCJAC0004,061078,2005,12,16.9,Y
IDCJAC0004,061078,2006,01,19.8,Y
IDCJAC0004,061078,2006,02,19.4,Y
IDCJAC0004,061078,2006,03,17.8,Y
IDCJAC0004,061078,2006,04,11.0,Y
IDCJAC0004,061078,2006,05,8.5,Y
IDCJAC0004,061078,2006,06,6.8,Y
IDCJAC0004,061078,2006,07,6.9,Y
IDCJAC0004,061078,2006,08,6.9,Y
IDCJAC0004,061078,2006,09,9.2,Y
IDCJAC0004,061078,2006,10,11.3,Y
IDCJAC0004,061078,2006,11,14.2,Y
IDCJAC0004,061078,2006,12,14.8,Y
IDCJAC0004,061078,2007,01,17.3,Y
IDCJAC0004,061078,2007,02,18.1,Y
IDCJAC0004,061078,2007,03,16.8,Y
IDCJAC0004,061078,2007,04,12.9,Y
IDCJAC0004,061078,2007,05,10.0,Y
IDCJAC0004,061078,2007,06,7.8,Y
IDCJAC0004,061078,2007,07,6.1,Y
IDCJAC0004,061078,2007,08,8.5,Y
IDCJAC0004,061078,2007,09,8.7,Y
IDCJAC0004,061078,2007,10,12.1,Y
IDCJAC0004,061078,2007,11,14.5,Y
IDCJAC0004,061078,2007,12,16.5,Y
IDCJAC0004,061078,2008,01,17.9,Y
IDCJAC0004,061078,2008,02,17.5,Y
IDCJAC0004,061078,2008,03,14.0,Y
IDCJAC0004,061078,2008,04,12.0,Y
IDCJAC0004,061078,2008,05,8.3,Y
IDCJAC0004,061078,2008,06,10.2,Y
IDCJAC0004,061078,2008,07,6.0,Y
IDCJAC0004,061078,2008,08,5.2,Y
IDCJAC0004,061078,2008,09,9.7,Y
IDCJAC0004,061078,2008,10,12.3,Y
IDCJAC0004,061078,2008,11,15.6,Y
IDCJAC0004,061078,2008,12,16.4,Y
IDCJAC0004,061078,2009,01,17.4,Y
IDCJAC0004,061078,2009,02,18.3,Y
IDCJAC0004,061078,2009,03,15.4,Y
IDCJAC0004,061078,2009,04,13.9,Y
IDCJAC0004,061078,2009,05,10.9,Y
IDCJAC0004,061078,2009,06,8.2,Y
IDCJAC0004,061078,2009,07,6.3,Y
IDCJAC0004,061078,2009,08,6.8,Y
IDCJAC0004,061078,2009,09,9.9,Y
IDCJAC0004,061078,2009,10,11.2,Y
IDCJAC0004,061078,2009,11,16.0,Y
IDCJAC0004,061078,2009,12,17.2,Y
IDCJAC0004,061078,2010,01,19.1,Y
IDCJAC0004,061078,2010,02,18.8,Y
IDCJAC0004,061078,2010,03,16.7,Y
IDCJAC0004,061078,2010,04,12.6,Y
IDCJAC0004,061078,2010,05,9.6,Y
IDCJAC0004,061078,2010,06,7.5,Y
IDCJAC0004,061078,2010,07,8.0,Y
IDCJAC0004,061078,2010,08,7.0,Y
IDCJAC0004,061078,2010,09,9.6,Y
IDCJAC0004,061078,2010,10,12.1,Y
IDCJAC0004,061078,2010,11,15.6,Y
IDCJAC0004,061078,2010,12,17.2,Y
IDCJAC0004,061078,2011,01,18.9,Y
IDCJAC0004,061078,2011,02,19.4,Y
IDCJAC0004,061078,2011,03,17.7,Y
IDCJAC0004,061078,2011,04,12.8,Y
IDCJAC0004,061078,2011,05,9.1,Y
IDCJAC0004,061078,2011,06,9.0,Y
IDCJAC0004,061078,2011,07,7.4,Y
IDCJAC0004,061078,2011,08,7.1,Y
IDCJAC0004,061078,2011,09,9.8,Y
IDCJAC0004,061078,2011,10,11.7,Y
IDCJAC0004,061078,2011,11,16.0,Y
IDCJAC0004,061078,2011,12,15.4,Y
IDCJAC0004,061078,2012,01,17.8,Y
IDCJAC0004,061078,2012,02,17.6,Y
IDCJAC0004,061078,2012,03,16.1,Y
IDCJAC0004,061078,2012,04,13.6,Y
IDCJAC0004,061078,2012,05,8.4,Y
IDCJAC0004,061078,2012,06,8.2,Y
IDCJAC0004,061078,2012,07,7.4,Y
IDCJAC0004,061078,2012,08,6.3,Y
IDCJAC0004,061078,2012,10,10.4,Y
IDCJAC0004,061078,2013,01,17.9,Y
